FrameNum,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Coeff_0,Coeff_1,Coeff_2,Coeff_3,Coeff_4,Coeff_5,P1,P2,Time
156,254.6566316,200.4220547,239.6351393,289.1712296,194.3630623,240.9688777,1.52E-12,-3.83E-09,3.55E-06,-0.001109497,0.229055058,431.4921871,29,0,6.24
157,255.6501516,200.4220547,240.3767876,288.669361,193.5691091,240.9688777,1.52E-12,-3.82E-09,3.54E-06,-0.001101718,0.225909305,432.0375289,29,0,6.28
158,254.5446916,200.4220547,240.6075643,289.5807314,193.380454,241.9194081,1.24E-12,-3.30E-09,3.23E-06,-0.001047458,0.232248845,430.1820317,29,0,6.32
159,255.6501516,201.4199593,239.4034252,289.1712296,193.1967909,241.611258,1.28E-12,-3.40E-09,3.30E-06,-0.001073086,0.236738801,429.7438181,29,0,6.36
160,254.6566316,201.4199593,239.4034252,289.1712296,193.380454,241.3068586,1.77E-12,-4.51E-09,4.26E-06,-0.001466687,0.31080149,424.6138782,29,0,6.4
161,254.5446916,201.4199593,240.3767876,289.1712296,193.380454,240.6595105,1.59E-12,-4.09E-09,3.88E-06,-0.001299977,0.275603686,427.4828995,29,0,6.44
162,254.5446916,201.4199593,240.6075643,289.1712296,193.380454,241.611258,1.59E-12,-4.11E-09,3.92E-06,-0.001319011,0.280249004,427.1332573,29,0,6.48
163,254.6566316,201.4199593,240.3767876,288.669361,193.380454,240.9688777,2.09E-12,-5.19E-09,4.81E-06,-0.001661396,0.342302381,422.8713288,29,0,6.52
164,255.7655176,201.4869723,239.6351393,288.669361,192.213423,241.9194081,1.51E-12,-3.91E-09,3.72E-06,-0.001218707,0.257104673,429.0334319,29,0,6.56
165,255.6501516,200.4220547,239.6351393,289.5807314,193.5691091,240.9688777,1.58E-12,-4.03E-09,3.78E-06,-0.001225173,0.253485276,429.7681245,29,0,6.6
166,255.6501516,200.4220547,239.6351393,288.2585645,194.5507646,240.9688777,1.41E-12,-3.69E-09,3.53E-06,-0.001136856,0.239538893,430.4962409,29,0,6.64
167,254.6566316,200.4894012,238.4302833,287.0435507,195.3458472,244.4688119,1.35E-12,-3.48E-09,3.27E-06,-0.001021179,0.221234865,431.3960767,29,0,6.68
168,253.5507839,201.4199593,237.7561776,286.7751733,196.1479034,244.5342512,9.58E-13,-2.58E-09,2.48E-06,-0.000699152,0.153370572,436.891325,29,0,6.72
169,252.4480145,203.4158303,236.3493177,284.4855005,195.634864,246.5623653,1.74E-12,-4.35E-09,4.02E-06,-0.001351351,0.2813062,427.4900279,29,0,6.76
170,252.3430205,204.3526364,236.1397891,283.3813685,197.4487275,247.6812468,1.42E-12,-3.67E-09,3.47E-06,-0.00115836,0.25006424,429.3307633,29,0,6.8
171,250.3537497,204.3526364,235.7328997,283.5947813,198.4363878,248.3867951,1.14E-12,-3.02E-09,2.90E-06,-0.000932668,0.205448355,432.8178452,29,0,6.84
172,250.3537497,204.3526364,234.7530617,284.5294361,198.4363878,248.6463352,1.64E-12,-4.23E-09,4.00E-06,-0.001400268,0.29725151,426.1598527,29,0,6.88
173,251.3483638,203.3543705,234.9553149,282.6605738,199.5820633,249.6116984,1.03E-12,-2.82E-09,2.74E-06,-0.000861432,0.192345432,433.8685687,29,0,6.92
174,251.3483638,204.413796,234.9553149,281.3698633,199.4241711,249.6116984,1.17E-12,-3.11E-09,2.96E-06,-0.000948712,0.209090294,432.4978401,28,0,6.96
175,251.4537731,203.4158303,234.5548976,280.6652811,199.4241711,251.2866889,9.72E-13,-2.66E-09,2.57E-06,-0.000790639,0.179534102,434.6061182,28,0,7
176,249.3591787,205.3509192,234.3608329,280.9127979,200.4120755,250.7847683,9.38E-13,-2.60E-09,2.56E-06,-0.000820116,0.192030079,433.1890293,28,0,7.04
177,249.2568956,205.3509192,233.1887647,278.9587783,202.0915634,251.2687804,1.08E-12,-2.88E-09,2.74E-06,-0.000874112,0.196461042,433.2623204,28,0,7.08
178,249.2568956,207.2920645,231.836149,279.2436212,201.2486025,253.4916172,1.09E-12,-2.86E-09,2.68E-06,-0.000839487,0.18568094,434.5119006,27,0,7.12
179,248.1632527,207.2920645,231.836149,279.2292965,201.950489,254.4661078,1.01E-12,-2.69E-09,2.55E-06,-0.00080662,0.182635284,434.4394095,27,0,7.16
180,247.2670621,207.3475343,231.4821807,277.3463539,202.9408781,255.0019608,9.80E-13,-2.59E-09,2.42E-06,-0.000741942,0.169124829,435.3842719,27,0,7.2
181,247.2670621,208.2906623,230.3258561,276.7399501,202.9408781,255.556256,1.07E-12,-2.78E-09,2.57E-06,-0.000794922,0.174183972,435.5406874,26,0,7.24
182,246.1727036,208.2906623,230.3258561,275.1908429,204.7876949,257.3091526,1.37E-12,-3.47E-09,3.18E-06,-0.00105789,0.230153617,431.2100604,26,0,7.28
183,246.1727036,209.2892735,229.9956521,274.6088127,204.6582517,258.0891319,1.02E-12,-2.66E-09,2.46E-06,-0.000767816,0.172690757,435.4339364,26,0,7.32
184,246.1727036,209.2390977,228.8492954,274.040143,205.7790077,258.4956479,1.41E-12,-3.56E-09,3.24E-06,-0.001098749,0.24044603,430.1755363,25,0,7.36
185,245.0816191,209.2390977,228.6941189,273.4849173,207.5114455,259.2951986,1.16E-12,-3.05E-09,2.88E-06,-0.000995919,0.228206542,430.6794894,25,0,7.4
186,244.0860504,211.2865353,227.7059507,272.4151244,206.4000969,259.9249892,7.07E-13,-1.92E-09,1.80E-06,-0.000525617,0.134712501,437.4470773,24.78991932,0,7.44
187,244.0860504,211.2368339,227.5543891,270.9335712,207.3933461,261.8950171,9.69E-13,-2.54E-09,2.33E-06,-0.000733299,0.167750352,435.7448905,24,0,7.48
188,245.0816191,211.2865353,225.4284809,270.1851217,209.267771,261.3962509,1.07E-12,-2.73E-09,2.47E-06,-0.000790521,0.181066227,434.4998025,24,0,7.52
189,244.1823089,211.2368339,225.1443981,269.7035409,210.2617416,262.9087294,8.67E-13,-2.28E-09,2.09E-06,-0.000658167,0.160556433,435.5849008,23,0,7.56
190,242.0950227,212.235718,224.0178564,268.7824399,211.047388,263.6095598,1.11E-12,-2.80E-09,2.50E-06,-0.000813796,0.182690402,434.9746927,23,0,7.6
191,241.9132076,213.2346126,223.8861318,269.1059271,211.8537231,264.3274484,8.07E-13,-2.14E-09,1.98E-06,-0.000641065,0.159231969,435.7068645,22,0,7.64
192,240.9169982,214.1891687,223.6358647,268.1287004,211.8537231,264.0700665,1.02E-12,-2.64E-09,2.43E-06,-0.000835276,0.194675547,433.4304109,22,0,7.68
193,240.9169982,213.1900561,223.6358647,269.3195128,211.8537231,264.1968963,8.95E-13,-2.31E-09,2.12E-06,-0.000698864,0.168179531,435.2927947,21,0,7.72
194,242.0020661,212.235718,223.7587987,268.343064,211.9457478,265.3186763,1.11E-12,-2.83E-09,2.57E-06,-0.000873628,0.202616582,432.7717141,21,0,7.76
195,242.0020661,211.2368339,223.0269042,268.343064,213.0375554,265.5899094,1.12E-12,-2.81E-09,2.50E-06,-0.000811002,0.185738785,434.2805987,20,0,7.8
196,242.0950227,212.2851855,222.7666941,266.9400682,213.0375554,266.3099698,1.26E-12,-3.14E-09,2.78E-06,-0.000945051,0.21792635,431.4722862,20,0,7.84
197,241.006224,213.2346126,221.5310362,266.1296676,213.8457388,267.8002987,1.42E-12,-3.56E-09,3.19E-06,-0.001150806,0.26245322,427.9490194,19,0,7.88
198,238.9246743,214.1891687,220.2044505,264.2139285,215.6710458,269.1635191,1.19E-12,-2.93E-09,2.57E-06,-0.000882147,0.205826624,432.5053198,18.35475514,0,7.92
199,238.8388578,216.1874187,218.9155088,263.3704615,216.4532282,270.8154353,8.79E-13,-2.18E-09,1.87E-06,-0.000589703,0.141515322,437.8694982,18,0,7.96
201,235.766834,217.1474154,217.745264,260.3632078,219.3285207,271.4148117,8.52E-13,-2.09E-09,1.80E-06,-0.000594556,0.149817763,436.6620738,17,0,8.04
202,235.766834,217.1474154,216.7487024,261.2221277,220.3270297,272.3600558,6.89E-13,-1.72E-09,1.47E-06,-0.00045733,0.123925548,438.460356,16,0,8.08
203,236.7635952,217.1474154,215.7521726,260.2306669,220.3837562,273.4117774,4.17E-13,-1.15E-09,1.00E-06,-0.000281831,0.093345799,440.5130318,15.03188954,0,8.12
204,236.8459415,217.1865558,215.6710458,260.2306669,220.3270297,274.4102768,5.09E-13,-1.24E-09,9.79E-07,-0.00022998,0.078567272,441.6955388,15,0,8.16
205,235.8495283,217.1865558,215.6710458,259.8557292,221.3255521,274.2626478,1.26E-12,-2.98E-09,2.51E-06,-0.000871712,0.203324046,432.8278637,14,0,8.2
206,234.7701003,218.1467396,214.5972973,257.4198905,222.2723555,276.1467001,3.72E-13,-9.99E-10,8.24E-07,-0.000209929,0.081858112,441.1095159,13.31832032,0,8.24
207,234.7701003,219.14607,212.3982109,256.9435736,224.1428116,277.0288794,9.13E-13,-2.19E-09,1.82E-06,-0.000611571,0.153403417,436.5831914,13,0,8.28
209,231.6246964,222.1103329,211.1918559,255.5014677,225.0355527,279.0071684,1.12E-12,-2.61E-09,2.14E-06,-0.000754387,0.179015857,434.9196403,11,0,8.36
210,231.6246964,222.0810663,210.1927687,254.3855342,226.0353955,280.02857,1.03E-12,-2.40E-09,1.94E-06,-0.000663987,0.1577333,436.8000663,11,0,8.4
211,231.7002374,222.1103329,210.1523257,254.3855342,227.0352396,280.0446393,8.40E-13,-2.03E-09,1.68E-06,-0.000592541,0.152687633,436.6257056,10,0,8.44
212,232.622011,222.1103329,208.1946205,254.2833066,227.0352396,281.0640496,9.06E-13,-2.17E-09,1.79E-06,-0.000632286,0.160943448,435.8923517,9,0,8.48
213,231.7800682,222.1103329,209.153054,253.2390175,228.035085,281.0871751,4.29E-13,-9.64E-10,6.44E-07,-0.000136969,0.062760495,442.9958037,9,0,8.52
214,231.7002374,222.0810663,208.1177551,253.1975513,229.0349318,281.1778796,4.59E-13,-1.15E-09,8.99E-07,-0.000281145,0.094239367,440.861943,8,0,8.56
215,230.6274051,223.0807029,208.0865205,252.0972035,229.0087335,282.2552037,3.44E-13,-9.34E-10,7.79E-07,-0.000277895,0.102411816,439.5445715,7,0,8.6
216,229.6301374,223.0807029,208.0600875,252.0495983,230.0021739,281.3485383,2.73E-13,-7.21E-10,5.40E-07,-0.000158358,0.073444688,441.9964365,6,0,8.64
217,229.6301374,224.0803427,207.0386437,252.0714185,229.0021834,282.3473039,8.98E-13,-2.11E-09,1.71E-06,-0.000619836,0.157961927,436.2712699,6,0,8.68
218,229.7063343,224.0803427,208.0600875,252.0714185,229.0021834,281.2152201,7.98E-13,-1.76E-09,1.26E-06,-0.000368887,0.097061721,441.3443093,5,0,8.72
219,230.6274051,223.1098384,208.0865205,252.1606631,229.0087335,282.2144575,8.41E-13,-1.95E-09,1.53E-06,-0.000520805,0.136321005,437.9304862,4,0,8.76
220,230.7032726,222.1103329,207.1183237,251.0975906,230.03478,284.2973795,4.74E-13,-1.22E-09,9.84E-07,-0.000337652,0.115200192,438.4504623,3.132533929,0,8.8
221,230.6274051,223.1098384,206.0606707,250.049995,230.0021739,284.3958509,6.48E-13,-1.60E-09,1.32E-06,-0.000492838,0.146392916,436.2177762,3,0,8.84
222,228.7094226,225.1088626,205.02195,248.0020161,231.0021645,286.8449058,3.75E-13,-9.05E-10,6.32E-07,-0.000185373,0.079181933,441.4745847,2,0,8.88
224,224.4370736,229.0349318,201.0223868,244.3460661,235.1361308,290.4961273,5.92E-13,-1.43E-09,1.12E-06,-0.000453828,0.135401139,437.2949305,0.653793009,0,8.96
225,222.3803049,230.0195644,199.0904317,242.6684982,238.2540661,291.4944253,7.41E-13,-1.69E-09,1.25E-06,-0.000480512,0.129387135,438.9428466,0,0,9
226,221.3255521,231.0021645,198.1236987,242.9094481,238.3547776,293.1245469,2.51E-13,-6.20E-10,4.02E-07,-0.000182845,0.078791224,442.1677811,0,0,9.04
227,221.3820228,231.0086578,198.1615503,240.9169982,239.4702487,294.2787794,1.09E-13,-2.63E-10,4.48E-08,-1.85E-05,0.045160878,444.647975,0,1,9.08
228,221.3255521,230.0086955,198.1236987,239.0146439,240.4079866,294.4503354,5.05E-13,-1.30E-09,1.09E-06,-0.00051052,0.154564738,435.7246762,0,1.823348675,9.12
229,221.4429949,231.0194797,196.1249602,238.1134184,239.4096907,296.7709555,5.68E-13,-1.35E-09,1.01E-06,-0.000430879,0.134460095,437.3874003,0,2,9.16
230,220.3837562,231.0086578,196.1631974,237.3204585,240.5327421,298.3035367,-2.56E-13,6.19E-10,-7.68E-07,0.000314171,-0.012480108,448.1989915,0,3,9.2
231,218.3872707,232.0021552,195.2562419,235.915239,242.6684982,299.6965132,2.86E-13,-6.44E-10,3.36E-07,-0.000151811,0.075199663,442.3791898,0,4,9.24
232,217.278623,234,193.4373284,234.478144,243.9938524,301.2457469,-2.62E-13,5.55E-10,-6.40E-07,0.000192748,0.015439259,446.1886688,0,5,9.28
233,216.2313576,236.0021186,190.5150913,233.2830898,246.2722071,301.7283547,3.54E-13,-8.45E-10,5.60E-07,-0.000305598,0.108503427,439.7336756,0,5,9.32
235,214.1891687,237.0084387,189.6760396,231.0367936,247.5883681,303.2952357,-3.77E-13,8.72E-10,-9.78E-07,0.00032361,-0.012949926,448.5093339,0,7,9.4
236,213.2346126,237.0021097,188.6796226,230.2433495,248.6966023,306.0408469,2.53E-13,-6.01E-10,3.12E-07,-0.000208851,0.089658905,441.4733637,0,7.731660728,9.44
237,213.1900561,238.0021008,187.7711373,229.261859,248.8151925,305.9297305,-5.99E-14,1.74E-10,-4.31E-07,0.000128402,0.015631164,447.4937881,0,8,9.48
238,212.1909517,238.0084032,187.7711373,228.1074308,249.9299902,306.8061277,-2.08E-13,4.86E-10,-6.72E-07,0.000196355,0.010924894,447.0661167,0,9,9.52
240,210.1523257,239.0188277,186.188077,225.8340098,252.3014071,310.220889,4.20E-13,-1.04E-09,7.34E-07,-0.000432494,0.139350988,437.6202911,0,10.20038082,9.6
241,210.1523257,240.0187493,184.2009772,224.5885126,252.7231687,311.5204648,-4.98E-13,1.09E-09,-1.14E-06,0.000332082,-0.008246318,448.2360409,0,11,9.64
242,208.1537893,241.0331927,182.3321146,222.4275163,254.8489749,312.9680495,-2.63E-13,5.90E-10,-7.74E-07,0.000195275,0.017886204,446.2227925,0,12,9.68
243,206.1188977,243.0514349,181.5929514,222.2521091,254.4896854,314.3962468,-7.34E-13,1.66E-09,-1.68E-06,0.000538603,-0.048970266,451.2402875,0,12,9.72
244,206.1188977,243.0514349,180.7373785,219.5358741,256.7975857,315.3173005,-8.19E-13,1.82E-09,-1.80E-06,0.000570789,-0.051618536,451.2493071,0,13,9.76
245,205.0877861,244.0737593,179.8888546,219.8294794,256.9708155,316.461688,-9.70E-13,2.09E-09,-1.97E-06,0.000594485,-0.052002295,451.2367504,0,14,9.8
246,204.1200627,244.0737593,180.0361075,218.8743932,258.1317493,316.8485443,-6.92E-13,1.58E-09,-1.67E-06,0.00054599,-0.056927488,452.6322766,0,14.50827392,9.84
247,204.0882162,244.0737593,178.8994131,218.579505,257.9554225,317.2380809,-4.17E-13,8.82E-10,-9.82E-07,0.000221321,0.015953145,446.4807198,0,15,9.88
248,204.0882162,244.0512241,178.8994131,216.965435,259.1158042,319.738956,-6.67E-13,1.41E-09,-1.41E-06,0.000378644,-0.005190737,447.3327926,0,16,9.92
249,203.0886506,245.0510151,177.9100897,215.0348809,260.2786968,320.8628991,-1.04E-12,2.20E-09,-2.06E-06,0.000618926,-0.047353559,450.1736169,0,16,9.96
250,201.0621794,247.0506021,176.2384748,214.1144554,261.2278699,321.5913556,-5.47E-13,1.11E-09,-1.17E-06,0.000261192,0.014066809,446.4841731,0,17,10
251,201.0621794,247.1295207,174.5966781,213.6000936,262.8193296,322.8885257,-2.66E-13,4.14E-10,-5.28E-07,-2.53E-05,0.067667148,442.8383762,0,17.88484818,10.04
252,199.0401969,248.1632527,172.8033564,211.5135929,264.221498,325.184563,-6.32E-13,1.20E-09,-1.18E-06,0.000206847,0.030086908,445.2055059,0,18,10.08
253,198.0403999,250.1279672,172.002907,212.2498528,263.9109698,324.7660697,-5.30E-13,9.95E-10,-1.02E-06,0.000145428,0.037644233,444.8331165,0,19,10.12
254,198.0403999,249.1625975,172.002907,210.0214275,264.6601594,326.588426,-2.36E-13,3.01E-10,-4.13E-07,-0.000106269,0.089159602,441.1800982,0,19,10.16
255,198.0403999,249.1625975,172.002907,210.0214275,264.4390289,326.588426,-5.97E-13,1.11E-09,-1.09E-06,0.000158861,0.042273233,443.9769502,0,20,10.2
256,198.0631213,249.1284809,172.002907,208.1657993,265.635088,328.8920796,-6.53E-13,1.23E-09,-1.22E-06,0.000233404,0.023695088,445.8734432,0,20.23054515,10.24
257,197.040605,250.1619475,171.0204666,208.5425616,265.8589852,328.975683,-5.32E-13,9.85E-10,-1.03E-06,0.000147415,0.041720785,444.5365952,0,21,10.28
258,197.040605,250.1619475,170.2292572,207.4656598,266.5520587,329.0744597,-8.80E-13,1.75E-09,-1.71E-06,0.000441472,-0.023583472,449.9026563,0,21.02267386,10.32
259,196.0408121,251.1991242,169.4461566,205.5066909,267.7610875,331.6926288,4.68E-14,-4.76E-10,3.00E-07,-0.000423625,0.14949594,437.3879856,0,22,10.36
260,194.0231945,252.2399651,168.6712779,204.5018337,269.4624278,331.1691411,-1.60E-12,3.20E-09,-2.80E-06,0.000778161,-0.066113543,451.4122604,0,22.73043645,10.4
261,194.0231945,253.1975513,166.9281282,203.1058837,269.2582404,332.2122815,-1.15E-12,2.23E-09,-2.04E-06,0.0004944,-0.018209092,448.330354,0,23,10.44
262,193.0233147,253.2844251,167.1466422,201.7250604,271.1899703,332.6334319,-1.76E-12,3.47E-09,-2.98E-06,0.000815397,-0.069516738,451.5321318,0,23,10.48
263,192.0234361,255.2371446,166.1715981,201.6977937,270.48475,334.7909796,-2.00E-12,4.02E-09,-3.47E-06,0.001008748,-0.103351123,453.5777037,0,24,10.52
264,191.0104709,254.2833066,166.1715981,201.6977937,271.9797787,333.4081583,-2.07E-12,4.13E-09,-3.53E-06,0.001017686,-0.104593361,453.7168622,0,24,10.56
265,193,253.2844251,166.1715981,200.3596766,271.713084,333.9520924,-1.49E-12,2.81E-09,-2.38E-06,0.00055075,-0.015226846,447.3314282,0,25,10.6
266,192.0104164,254.2380774,165.9518002,201.6977937,271.713084,334.2484106,-1.85E-12,3.63E-09,-3.08E-06,0.00083822,-0.070728012,451.3709742,0,25,10.64
267,191.0235588,253.2390175,165.9518002,199.01005,272.6774651,336.9821954,-9.70E-13,1.59E-09,-1.34E-06,0.000140516,0.063205488,441.8783372,0,25.90347889,10.68
268,192.0026041,254.2380774,164.4506005,197.2232238,273.4849173,337.259544,-1.69E-12,3.18E-09,-2.66E-06,0.000635141,-0.022404243,447.3111732,0,26,10.72
269,189.0105817,256.2810957,163.7131638,196.8247952,274.040143,337.3603415,-1.48E-12,2.70E-09,-2.29E-06,0.000503969,-0.007795706,447.074525,0,26,10.76
270,189.0026455,257.3810405,162.0154314,196.0102038,275.1908429,337.4685171,-2.27E-12,4.40E-09,-3.70E-06,0.001053825,-0.113497676,454.8839165,0,27,10.8
271,188.0026596,257.437371,161.2978611,197.3676772,276.4416756,337.2432357,-2.02E-12,3.79E-09,-3.15E-06,0.000802731,-0.063736891,451.4224323,0,27,10.84
272,190.0026316,257.3810405,161.0465771,196.8882932,275.1908429,337.6995706,-2.37E-12,4.62E-09,-3.90E-06,0.001131714,-0.129764475,456.2017691,0,27,10.88
273,189.0105817,256.2810957,162.7421273,196.8247952,274.3228026,337.6062796,-2.57E-12,5.09E-09,-4.29E-06,0.001296305,-0.158026318,457.9463858,0,27.06758926,10.92
275,192,254.2380774,163.2482772,197.6765034,273.2123716,337.8179983,-1.83E-12,3.49E-09,-2.96E-06,0.000789714,-0.060955993,450.8024399,0,28,11
276,191.0026178,254.2833066,164.2224102,196.7866865,273.4849173,338.1153649,-1.46E-12,2.66E-09,-2.26E-06,0.000499658,-0.004085676,446.6692319,0,28,11.04
277,190,256.3298656,162.7421273,196.8247952,274.3228026,338.1789467,-1.43E-12,2.54E-09,-2.13E-06,0.000424772,0.010524053,445.6931959,0,28,11.08
278,189.0026455,257.2800031,162.9846619,195.532606,275.1908429,338.2809483,-2.09E-12,3.94E-09,-3.28E-06,0.000872642,-0.077212749,452.2901952,0,29,11.12
279,188.0026596,257.437371,162.0154314,196.4917301,275.1908429,338.0532502,-2.47E-12,4.84E-09,-4.07E-06,0.001192175,-0.139028462,456.8100575,0,29,11.16
280,190.0026316,256.3825267,161.0465771,196.8882932,276.1467001,337.4685171,-2.26E-12,4.30E-09,-3.56E-06,0.00096918,-0.094457805,453.5044711,0,29,11.2
281,189.0026455,256.3298656,161.7714437,197.2941966,275.2816739,337.1201566,-2.24E-12,4.32E-09,-3.61E-06,0.001000607,-0.096691193,453.0257393,0,29,11.24
282,190.010526,255.3311575,163.4778272,196.8247952,274.040143,337.8579583,-1.91E-12,3.69E-09,-3.14E-06,0.000852881,-0.073978314,451.8580622,0,29,11.28
284,191,255.2371446,163.4778272,196.3593644,273.7608445,337.8579583,-1.98E-12,3.81E-09,-3.22E-06,0.000876468,-0.07319274,451.2961884,0,29,11.36
285,191,255.3311575,162.7421273,196.8247952,275.2816739,337.3603415,-1.03E-12,1.69E-09,-1.43E-06,0.000157276,0.058293148,442.4869374,0,29,11.4
286,189.0026455,256.3298656,162.7421273,195.532606,275.5666888,338.2809483,-2.04E-12,3.87E-09,-3.23E-06,0.000851641,-0.069737849,451.3184169,0,29,11.44
287,189.0026455,256.3298656,161.0465771,196.0102038,276.1467001,338.8642796,-2.55E-12,4.98E-09,-4.18E-06,0.001238695,-0.148162386,457.4377537,0,29,11.48
288,189.0026455,257.3285837,161.0465771,196.8882932,276.1467001,338.0532502,-2.09E-12,3.90E-09,-3.21E-06,0.000828098,-0.067291245,451.5273634,0,29,11.52
289,189.0026455,256.3298656,162.7421273,196.4128305,275.5666888,338.5144015,-2.48E-12,4.89E-09,-4.13E-06,0.001227256,-0.143923442,456.8082532,0,29,11.56
290,189.0105817,256.2810957,163.7131638,195.9413177,275.2816739,338.1789467,-1.90E-12,3.54E-09,-2.91E-06,0.000706142,-0.036418697,448.4370878,0,29,11.6
291,190,255.2821968,163.4778272,196.8247952,273.7608445,338.4272448,-2.63E-12,5.27E-09,-4.48E-06,0.001384261,-0.171562223,458.433607,0,29,11.64
292,191,256.3298656,163.7131638,198.1337932,272.8002933,336.7254074,-1.60E-12,2.96E-09,-2.50E-06,0.000592878,-0.028044492,449.1255896,0,29,11.68
293,191.0104709,255.2821968,164.4506005,198.1337932,272.5233935,336.9896141,-1.94E-12,3.72E-09,-3.11E-06,0.000815264,-0.06225768,450.55334,0,29,11.72
294,190.010526,255.2371446,165.4236984,198.5673689,272.5233935,336.7031333,-1.63E-12,3.11E-09,-2.68E-06,0.000686025,-0.045292891,449.8308932,0,29,11.76
295,191.0104709,255.2821968,165.4236984,200.8008964,272.2498852,333.6615051,-1.94E-12,3.89E-09,-3.36E-06,0.000964555,-0.099230037,453.7444182,0,29,11.8
297,195.0025641,252.2399651,167.6931722,204.0122545,269.4624278,332.5432303,-5.94E-13,1.01E-09,-1.03E-06,0.000116784,0.04468612,444.7975938,0,29,11.88
298,196.002551,251.1991242,169.4461566,205.1048512,267.5238307,329.8196477,-1.05E-12,2.03E-09,-1.85E-06,0.000434716,-0.007964097,447.5958195,0,29,11.92
299,197.010152,251.1613028,171.0204666,205.6258739,266.3174797,329.0744597,-5.08E-13,7.70E-10,-7.32E-07,-1.72E-05,0.079716214,441.461499,0,28,11.96
300,197.040605,250.0979808,170.8361788,206.1552813,266.0864521,328.975683,-5.65E-13,9.29E-10,-8.80E-07,4.81E-05,0.069182915,441.9136681,0,28,12
301,199.01005,250.1619475,171.0204666,204.3134846,266.0864521,328.5863661,-7.83E-13,1.44E-09,-1.36E-06,0.000257859,0.025125734,445.4103336,0,28,12.04
302,198.0101008,250.1279672,170.425937,205.6258739,267.5238307,327.8246482,-9.14E-13,1.72E-09,-1.56E-06,0.000310529,0.019487347,445.4315705,0,28,12.08
303,197.0025381,251.1991242,171.4059509,207.8581247,265.5804963,327.3316361,-1.69E-12,3.49E-09,-3.07E-06,0.000914394,-0.099558786,454.1225602,0,27,12.12
304,198.0101008,250.1999201,171.4059509,208.3866598,265.1131834,326.741488,-8.79E-13,1.71E-09,-1.59E-06,0.000350118,0.001689159,447.4157276,0,27,12.16
305,198.0101008,250.1279672,173.1733236,209.6520928,263.6854186,324.7214191,-1.20E-12,2.47E-09,-2.26E-06,0.000648077,-0.059567923,451.9838286,0,27,12.2
306,200.0624902,247.0991704,175.4137965,211.3764414,262.4080791,322.8993651,-5.35E-13,9.87E-10,-9.81E-07,0.000140504,0.043446101,444.0518368,0,26,12.24
307,202.0890893,246.0731599,177.0706074,213.7849387,259.665169,322.6050217,-1.18E-12,2.53E-09,-2.36E-06,0.000748063,-0.076817636,452.6393046,0,26,12.28
308,203.1206538,246.0325182,177.9100897,213.7709054,259.2951986,321.3611675,-9.36E-13,1.96E-09,-1.87E-06,0.000553876,-0.035223522,449.1292556,0,26,12.32
309,204.0882162,244.0737593,176.9208863,214.7207489,259.2951986,320.9517098,-6.58E-13,1.39E-09,-1.43E-06,0.000408091,-0.019565082,449.103899,0,25,12.36
311,203.061567,246.0995733,178.2133553,215.3531983,258.6832039,318.2153359,-1.17E-13,7.42E-11,-1.90E-07,-0.000157731,0.093805535,440.7878227,0,24.79348683,12.44
312,204.0220576,246.0731599,178.058979,216.9331694,258.6832039,317.3972275,-3.54E-13,6.77E-10,-7.68E-07,0.000110106,0.036055628,445.3016945,0,24,12.48
313,204.0612653,244.0737593,179.7470445,218.8743932,258.1317493,315.1539306,-1.23E-14,-1.40E-10,-1.76E-09,-0.000212521,0.100348448,440.5918479,0,24,12.52
314,206.0873601,243.0514349,182.5842271,220.3270297,255.3135327,313.4645115,-4.39E-13,8.85E-10,-9.16E-07,0.000183996,0.02845939,444.95958,0,23,12.56
315,208.1946205,241.0082986,184.3176606,221.9234102,253.7124356,312.525199,-3.36E-13,7.15E-10,-8.27E-07,0.00019762,0.020823044,445.8867732,0,23,12.6
316,209.1936902,240.0020833,185.0837648,223.1434516,252.3014071,311.8108401,-6.42E-13,1.45E-09,-1.50E-06,0.000509964,-0.043019925,450.587228,0,22,12.64
317,210.1927687,239.0083681,185.9731163,223.8861318,252.3014071,310.220889,-9.40E-13,2.13E-09,-2.07E-06,0.00072481,-0.07822301,452.6512314,0,22,12.68
318,211.1918559,239.0083681,186.0779407,223.8861318,251.3105648,310.8520548,-4.46E-13,9.39E-10,-9.86E-07,0.000267866,0.007943866,446.5222344,0,21,12.72
319,211.1516043,240.0187493,186.0779407,225.0888713,251.3105648,308.0064934,-4.00E-13,8.66E-10,-9.45E-07,0.000261429,0.003194552,447.5272063,0,21,12.76
320,211.1160818,240.0187493,186.0779407,225.6102835,249.194703,308.326126,1.30E-13,-4.02E-10,2.08E-07,-0.000224792,0.098632216,440.3135005,0,20,12.8
321,212.1508897,239.0083681,187.9627623,227.1299188,249.0642487,305.5552323,5.63E-14,-1.83E-10,4.16E-09,-0.000138388,0.086439885,440.6770163,0,20,12.84
322,213.2346126,238.0021008,189.7630101,228.0898946,247.7034517,304.5291447,-7.21E-13,1.59E-09,-1.54E-06,0.000522385,-0.044468585,450.2518389,0,19,12.88
323,214.2825238,236,190.5911855,230.1586409,246.2722071,303.6642883,-3.88E-13,8.09E-10,-8.42E-07,0.000247751,0.010387325,446.1624812,0,18.4154443,12.92
